week	st	1st	2nd	3rd
1807	IGM1	LPGS	UYSO	UYPA
1808	IGM1	LPGS	UYSO	UYPA
1809	IGM1	LPGS	UYSO	UYPA
1810	IGM1	LPGS	UYSO	UYPA
1811	IGM1	LPGS	UYSO	UYPA
1812	IGM1	LPGS	UYSO	UYPA
1813	IGM1	LPGS	UYSO	UYPA
1814	IGM1	LPGS	UYSO	UNRO
1815	IGM1	LPGS	UYSO	UYPA
1816	IGM1	LPGS	UYSO	UYPA
1817	IGM1	LPGS	UYSO	UYPA
1818	IGM1	LPGS	UYSO	UYPA
1819	IGM1	LPGS	UYSO	UYPA
1820	IGM1	LPGS	UYSO	UYPA
1821	IGM1	LPGS	UYSO	UYPA
1822	IGM1	LPGS	UYSO	UYPA
1823	IGM1	LPGS	UYSO	UYPA
1824	IGM1	LPGS	UYSO	UYPA
1825	IGM1	LPGS	UYSO	UYPA
1826	IGM1	LPGS	UYPA	UNRO
1827	IGM1	LPGS	UYPA	UNRO
1828	IGM1	LPGS	UYPA	UNRO
1830	IGM1	LPGS	UYSO	UYPA
1831	IGM1	LPGS	UYSO	UYPA
1832	IGM1	LPGS	UYSO	UYPA
1833	IGM1	LPGS	UYSO	UYPA
1834	IGM1	LPGS	UYSO	UYPA
1835	IGM1	LPGS	UYSO	UYPA
1836	IGM1	LPGS	UYSO	UYPA
1837	IGM1	LPGS	UYSO	UYPA
1838	IGM1	LPGS	UYSO	UYPA
1839	IGM1	LPGS	UYSO	UYPA
1840	IGM1	LPGS	UYSO	UYPA
1841	IGM1	LPGS	UYSO	UYPA
1842	IGM1	LPGS	UYSO	UYPA
1843	IGM1	LPGS	UYSO	UYPA
1844	IGM1	LPGS	UYSO	UYPA
1845	IGM1	LPGS	UYSO	UYPA
1846	IGM1	LPGS	UYSO	UYPA
1847	IGM1	LPGS	UYSO	UYPA
1848	IGM1	LPGS	UYSO	UYPA
1849	IGM1	LPGS	UYSO	UYPA
1850	IGM1	LPGS	UYSO	UYPA
1851	IGM1	LPGS	UYSO	UYPA
1852	IGM1	LPGS	UYSO	UYPA
1853	IGM1	LPGS	UYSO	UYPA
1854	IGM1	LPGS	UYSO	UYPA
1855	IGM1	LPGS	UYSO	UYPA
1856	IGM1	LPGS	UYSO	UYPA
1858	IGM1	LPGS	UYSO	UYPA
1859	IGM1	LPGS	UYSO	UYPA
1860	IGM1	LPGS	UYSO	UYPA
1861	IGM1	LPGS	UYSO	UYPA
1862	IGM1	LPGS	UYSO	UYPA
1863	IGM1	LPGS	UYSO	UYPA
1864	IGM1	LPGS	UYSO	UYPA
1865	IGM1	LPGS	UYSO	UYPA
1866	IGM1	LPGS	UYSO	UYPA
1867	IGM1	LPGS	UYSO	UYPA
1868	IGM1	LPGS	UYSO	UYPA
1869	IGM1	LPGS	UYSO	UYPA
1870	IGM1	UYCO	LPGS	UYSO
1871	IGM1	UYCO	LPGS	UYSO
1872	IGM1	UYCO	LPGS	UYSO
1873	IGM1	UYCO	LPGS	UYSO
1874	IGM1	UYCO	LPGS	UYSO
1875	IGM1	UYCO	LPGS	UYSO
1876	IGM1	UYCO	LPGS	UYSO
1877	IGM1	UYCO	LPGS	UYSO
1878	IGM1	UYCO	LPGS	UYSO
1880	IGM1	UYCO	LPGS	UYSO
1882	IGM1	UYCO	LPGS	UYSO
1883	IGM1	UYCO	LPGS	UYSO
1884	IGM1	UYCO	LPGS	UYSO
1885	IGM1	UYCO	LPGS	UYSO
1886	IGM1	UYCO	LPGS	UYSO
1887	IGM1	UYCO	LPGS	UYSO
1888	IGM1	UYCO	LPGS	UYSO
1890	IGM1	UYCO	LPGS	UYSO
1891	IGM1	UYCO	UYSO	UYPA
1892	IGM1	UYCO	LPGS	UYSO
1893	IGM1	UYCO	LPGS	UYSO
1894	IGM1	UYCO	LPGS	UYSO
1895	IGM1	UYCO	LPGS	UYSO
1896	IGM1	UYCO	LPGS	UYSO
1897	IGM1	UYCO	LPGS	UYSO
1898	IGM1	UYCO	LPGS	UYSO
1899	IGM1	UYCO	LPGS	UYSO
1900	IGM1	UYCO	LPGS	UYSO
1901	IGM1	UYCO	LPGS	UYSO
1902	IGM1	UYCO	LPGS	UYSO
1903	IGM1	UYCO	LPGS	UYSO
1904	IGM1	UYCO	LPGS	UYSO
1905	IGM1	UYCO	LPGS	UYSO
1906	IGM1	UYCO	LPGS	UYSO
1907	IGM1	UYCO	LPGS	UYSO
1908	IGM1	UYCO	LPGS	UYSO
1909	IGM1	UYCO	LPGS	UYSO
1910	IGM1	UYCO	LPGS	UYSO
1911	IGM1	UYCO	LPGS	UYSO
1912	IGM1	UYCO	LPGS	UYSO
1913	IGM1	UYCO	LPGS	UYSO
1914	IGM1	UYCO	LPGS	UYSO
1915	IGM1	UYCO	LPGS	UYSO
1916	IGM1	UYCO	LPGS	UYSO
1917	IGM1	UYCO	LPGS	UYSO
1918	IGM1	UYCO	LPGS	UYSO
1919	IGM1	UYCO	LPGS	UYSO
1920	IGM1	UYCO	LPGS	UYSO
1921	IGM1	UYCO	LPGS	UYSO
1922	IGM1	UYCO	LPGS	UYSO
1923	IGM1	UYCO	LPGS	UYSO
1924	IGM1	UYCO	LPGS	UYSO
1925	IGM1	UYCO	LPGS	UYSO
1926	IGM1	UYCO	UYSO	UYPA
1927	IGM1	UYCO	LPGS	UYSO
1928	IGM1	UYCO	LPGS	UYSO
1929	IGM1	UYCO	LPGS	UYSO
1930	IGM1	UYCO	LPGS	UYSO
1931	IGM1	UYCO	LPGS	UYSO
1932	IGM1	UYCO	LPGS	UYSO
1933	IGM1	UYCO	LPGS	UYSO
1934	IGM1	AGGO	UYCO	LPGS
1935	IGM1	AGGO	UYCO	LPGS
1936	IGM1	AGGO	UYCO	LPGS
1937	IGM1	AGGO	UYCO	LPGS
1938	IGM1	AGGO	UYCO	LPGS
1939	IGM1	AGGO	UYCO	LPGS
1940	IGM1	AGGO	UYCO	LPGS
1941	IGM1	AGGO	UYCO	LPGS
1942	IGM1	AGGO	UYCO	LPGS
1943	IGM1	AGGO	UYCO	LPGS
1944	IGM1	AGGO	UYCO	LPGS
1945	IGM1	AGGO	UYCO	LPGS
1946	IGM1	AGGO	UYCO	LPGS
1947	IGM1	AGGO	UYCO	LPGS
1948	IGM1	AGGO	UYCO	LPGS
1949	IGM1	AGGO	UYCO	LPGS
1950	IGM1	AGGO	UYCO	LPGS
1951	IGM1	AGGO	UYCO	LPGS
1952	IGM1	AGGO	UYCO	LPGS
1953	IGM1	AGGO	UYCO	LPGS
1954	IGM1	AGGO	UYCO	LPGS
1955	IGM1	AGGO	UYCO	LPGS
1956	IGM1	AGGO	UYCO	LPGS
1957	IGM1	AGGO	UYCO	LPGS
1958	IGM1	AGGO	UYCO	LPGS
1959	IGM1	AGGO	UYCO	LPGS
1960	IGM1	AGGO	UYCO	LPGS
1961	IGM1	AGGO	UYCO	LPGS
1962	IGM1	AGGO	UYCO	LPGS
1963	IGM1	AGGO	UYCO	LPGS
1964	IGM1	AGGO	UYCO	LPGS
1965	IGM1	AGGO	UYCO	LPGS
1966	IGM1	AGGO	UYCO	LPGS
1967	IGM1	AGGO	UYCO	LPGS
1968	IGM1	AGGO	UYCO	LPGS
1969	IGM1	AGGO	UYCO	LPGS
1970	IGM1	AGGO	UYCO	LPGS
1971	IGM1	AGGO	UYCO	LPGS
1972	IGM1	AGGO	UYCO	LPGS
1640	JBAL	TUCU	CATA	ALUM
1641	JBAL	TUCU	CATA	ALUM
1642	JBAL	TUCU	CATA	ALUM
1643	JBAL	TUCU	CATA	ALUM
1644	JBAL	TUCU	CATA	ALUM
1645	JBAL	TUCU	CATA	ALUM
1646	JBAL	TUCU	CATA	ALUM
1647	JBAL	TUCU	CATA	ALUM
1648	JBAL	TUCU	CATA	ALUM
1649	JBAL	TUCU	CATA	ALUM
1650	JBAL	TUCU	CATA	ALUM
1651	JBAL	TUCU	CATA	ALUM
1652	JBAL	TUCU	CATA	ALUM
1653	JBAL	TUCU	CATA	ALUM
1654	JBAL	TUCU	CATA	ALUM
1655	JBAL	TUCU	CATA	ALUM
1656	JBAL	TUCU	CATA	ALUM
1657	JBAL	TUCU	CATA	ALUM
1658	JBAL	TUCU	CATA	ALUM
1659	JBAL	TUCU	CATA	ALUM
1660	JBAL	TUCU	CATA	ALUM
1661	JBAL	TUCU	CATA	ALUM
1662	JBAL	TUCU	CATA	ALUM
1663	JBAL	TUCU	CATA	ALUM
1664	JBAL	TUCU	CATA	ALUM
1665	JBAL	TUCU	CATA	ALUM
1666	JBAL	TUCU	CATA	ALUM
1667	JBAL	TUCU	CATA	ALUM
1668	JBAL	TUCU	CATA	ALUM
1669	JBAL	TUCU	CATA	ALUM
1670	JBAL	TUCU	CATA	ALUM
1671	JBAL	TUCU	CATA	ALUM
1672	JBAL	TUCU	CATA	TERO
1673	JBAL	TUCU	CATA	ALUM
1674	JBAL	TUCU	CATA	ALUM
1675	JBAL	TUCU	CATA	ALUM
1677	JBAL	TUCU	CATA	ALUM
1678	JBAL	TUCU	CATA	ALUM
1679	JBAL	TUCU	CATA	ALUM
1680	JBAL	TUCU	CATA	ALUM
1681	JBAL	TUCU	CATA	ALUM
1682	JBAL	TUCU	CATA	ALUM
1683	JBAL	TUCU	CATA	ALUM
1684	JBAL	TUCU	CATA	ALUM
1685	JBAL	TUCU	CATA	ALUM
1686	JBAL	TUCU	CATA	ALUM
1687	JBAL	TUCU	CATA	ALUM
1688	JBAL	TUCU	CATA	ALUM
1689	JBAL	TUCU	CATA	ALUM
1690	JBAL	TUCU	CATA	ALUM
1691	JBAL	TUCU	CATA	ALUM
1692	JBAL	TUCU	CATA	ALUM
1693	JBAL	TUCU	CATA	ALUM
1694	JBAL	TUCU	CATA	ALUM
1695	JBAL	TUCU	CATA	ALUM
1696	JBAL	TUCU	CATA	ALUM
1697	JBAL	TUCU	CATA	ALUM
1698	JBAL	TUCU	CATA	ALUM
1699	JBAL	TUCU	CATA	ALUM
1700	JBAL	TUCU	CATA	ALUM
1701	JBAL	TUCU	CATA	ALUM
1702	JBAL	TUCU	CATA	ALUM
1703	JBAL	TUCU	CATA	ALUM
1704	JBAL	TUCU	CATA	ALUM
1705	JBAL	TUCU	CATA	ALUM
1706	JBAL	TUCU	CATA	ALUM
1707	JBAL	TUCU	CATA	ALUM
1708	JBAL	TUCU	CATA	ALUM
1709	JBAL	TUCU	CATA	ALUM
1710	JBAL	TUCU	CATA	ALUM
1711	JBAL	TUCU	CATA	ALUM
1712	JBAL	TUCU	CATA	ALUM
1713	JBAL	TUCU	CATA	ALUM
1714	JBAL	TUCU	CATA	ALUM
1715	JBAL	TUCU	CATA	ALUM
1716	JBAL	TUCU	CATA	ALUM
1717	JBAL	TUCU	CATA	ALUM
1718	JBAL	TUCU	CATA	ALUM
1719	JBAL	TUCU	CATA	ALUM
1720	JBAL	TUCU	CATA	ALUM
1721	JBAL	TUCU	CATA	ALUM
1722	JBAL	TUCU	CATA	ALUM
1723	JBAL	TUCU	CATA	ALUM
1724	JBAL	TUCU	CATA	ALUM
1725	JBAL	TUCU	CATA	ALUM
1726	JBAL	TUCU	CATA	ALUM
1727	JBAL	TUCU	CATA	ALUM
1728	JBAL	TUCU	CATA	ALUM
1729	JBAL	TUCU	CATA	ALUM
1730	JBAL	TUCU	CATA	ALUM
1731	JBAL	TUCU	CATA	ALUM
1732	JBAL	TUCU	CATA	ALUM
1733	JBAL	TUCU	CATA	ALUM
1734	JBAL	TUCU	CATA	ALUM
1735	JBAL	TUCU	CATA	ALUM
1736	JBAL	TUCU	CATA	ALUM
1737	JBAL	TUCU	CATA	ALUM
1738	JBAL	TUCU	CATA	ALUM
1739	JBAL	TUCU	CATA	ALUM
1740	JBAL	TUCU	CATA	ALUM
1741	JBAL	TUCU	CATA	ALUM
1742	JBAL	TUCU	CATA	ALUM
1743	JBAL	TUCU	CATA	ALUM
1744	JBAL	TUCU	CATA	ALUM
1745	JBAL	TUCU	CATA	ALUM
1746	JBAL	TUCU	CATA	ALUM
1747	JBAL	TUCU	CATA	ALUM
1748	JBAL	TUCU	CATA	ALUM
1749	JBAL	TUCU	CATA	ALUM
1750	JBAL	TUCU	CATA	ALUM
1751	JBAL	TUCU	CATA	ALUM
1752	JBAL	TUCU	CATA	ALUM
1753	JBAL	TUCU	CATA	ALUM
1754	JBAL	TUCU	CATA	ALUM
1755	JBAL	TUCU	CATA	ALUM
1756	JBAL	TUCU	CATA	ALUM
1757	JBAL	TUCU	CATA	ALUM
1758	JBAL	TUCU	CATA	ALUM
1759	JBAL	TUCU	CATA	ALUM
1760	JBAL	TUCU	CATA	ALUM
1761	JBAL	TUCU	CATA	ALUM
1762	JBAL	TUCU	CATA	ALUM
1763	JBAL	TUCU	CATA	ALUM
1764	JBAL	TUCU	CATA	ALUM
1765	JBAL	TUCU	CATA	ALUM
1766	JBAL	TUCU	CATA	ALUM
1767	JBAL	TUCU	CATA	ALUM
1769	JBAL	CATA	ALUM	TERO
1770	JBAL	CATA	ALUM	TERO
1771	JBAL	CATA	ALUM	TERO
1772	JBAL	CATA	ALUM	TERO
1773	JBAL	CATA	TERO	UNSA
1774	JBAL	CATA	TERO	UNSA
1775	JBAL	CATA	TERO	UNSA
1776	JBAL	CATA	ALUM	TERO
1777	JBAL	CATA	ALUM	TERO
1778	JBAL	CATA	ALUM	TERO
1779	JBAL	CATA	ALUM	TERO
1780	JBAL	CATA	ALUM	TERO
1781	JBAL	CATA	ALUM	TERO
1782	JBAL	CATA	ALUM	TERO
1783	JBAL	CATA	ALUM	TERO
1784	JBAL	CATA	ALUM	TERO
1785	JBAL	CATA	ALUM	TERO
1786	JBAL	CATA	ALUM	TERO
1787	JBAL	CATA	ALUM	TERO
1788	JBAL	CATA	ALUM	TERO
1789	JBAL	CATA	ALUM	TERO
1790	JBAL	CATA	ALUM	TERO
1791	JBAL	CATA	ALUM	TERO
1792	JBAL	CATA	ALUM	TERO
1793	JBAL	TUCU	CATA	ALUM
1794	JBAL	TUCU	CATA	ALUM
1795	JBAL	TUCU	CATA	ALUM
1796	JBAL	TUCU	CATA	ALUM
1797	JBAL	TUCU	CATA	ALUM
1798	JBAL	TUCU	CATA	ALUM
1799	JBAL	TUCU	CATA	ALUM
1800	JBAL	TUCU	CATA	TERO
1801	JBAL	TUCU	CATA	TERO
1802	JBAL	TUCU	CATA	ALUM
1803	JBAL	TUCU	CATA	ALUM
1804	JBAL	TUCU	CATA	ALUM
1805	JBAL	TUCU	CATA	ALUM
1806	JBAL	TUCU	CATA	ALUM
1807	JBAL	TUCU	CATA	ALUM
1808	JBAL	TUCU	CATA	ALUM
1809	JBAL	TUCU	CATA	ALUM
1810	JBAL	TUCU	CATA	ALUM
1811	JBAL	TUCU	CATA	ALUM
1812	JBAL	TUCU	CATA	ALUM
1813	JBAL	TUCU	CATA	ALUM
1814	JBAL	TUCU	CATA	ALUM
1815	JBAL	TUCU	CATA	ALUM
1816	JBAL	TUCU	CATA	ALUM
1817	JBAL	TUCU	CATA	ALUM
1818	JBAL	TUCU	CATA	ALUM
1819	JBAL	TUCU	CATA	ALUM
1820	JBAL	TUCU	CATA	ALUM
1821	JBAL	TUCU	CATA	ALUM
1822	JBAL	TUCU	CATA	ALUM
1823	JBAL	TUCU	CATA	ALUM
1824	JBAL	TUCU	CATA	ALUM
1825	JBAL	TUCU	CATA	ALUM
1826	JBAL	TUCU	CATA	ALUM
1827	JBAL	TUCU	CATA	ALUM
1828	JBAL	TUCU	CATA	ALUM
1840	JBAL	TUCU	CATA	ALUM
1841	JBAL	TUCU	CATA	ALUM
1842	JBAL	TUCU	CATA	ALUM
1843	JBAL	TUCU	CATA	ALUM
1844	JBAL	TUCU	CATA	ALUM
1845	JBAL	TUCU	CATA	ALUM
1846	JBAL	TUCU	CATA	ALUM
1847	JBAL	TUCU	CATA	ALUM
1848	JBAL	TUCU	CATA	ALUM
1849	JBAL	TUCU	CATA	ALUM
1850	JBAL	TUCU	CATA	ALUM
1851	JBAL	TUCU	CATA	ALUM
1852	JBAL	TUCU	CATA	ALUM
1853	JBAL	TUCU	CATA	ALUM
1854	JBAL	TUCU	CATA	ALUM
1855	JBAL	TUCU	CATA	ALUM
1856	JBAL	TUCU	CATA	ALUM
1858	JBAL	TUCU	CATA	ALUM
1859	JBAL	TUCU	CATA	ALUM
1860	JBAL	TUCU	CATA	ALUM
1861	JBAL	TUCU	CATA	ALUM
1862	JBAL	TUCU	CATA	ALUM
1863	JBAL	TUCU	CATA	ALUM
1864	JBAL	TUCU	CATA	ALUM
1865	JBAL	TUCU	CATA	ALUM
1866	JBAL	TUCU	CATA	ALUM
1867	JBAL	TUCU	CATA	ALUM
1868	JBAL	TUCU	CATA	ALUM
1869	JBAL	TUCU	CATA	ALUM
1870	JBAL	TUCU	CATA	ALUM
1871	JBAL	TUCU	CATA	ALUM
1872	JBAL	TUCU	CATA	ALUM
1873	JBAL	TUCU	CATA	ALUM
1874	JBAL	TUCU	CATA	ALUM
1875	JBAL	TUCU	CATA	ALUM
1876	JBAL	TUCU	CATA	ALUM
1877	JBAL	TUCU	CATA	ALUM
1882	JBAL	CATA	UNSA	UCOR
1883	JBAL	CATA	UNSA	UCOR
1884	JBAL	CATA	UNSA	UCOR
1885	JBAL	CATA	TERO	UNSA
1886	JBAL	CATA	TERO	UNSA
1887	JBAL	CATA	TERO	UNSA
1888	JBAL	CATA	TERO	UNSA
1891	JBAL	CATA	TERO	UNSA
1892	JBAL	CATA	TERO	UNSA
1893	JBAL	CATA	TERO	UNSA
1896	JBAL	CATA	TERO	UNSA
1897	JBAL	CATA	TERO	UNSA
1898	JBAL	CATA	TERO	UNSA
1899	JBAL	CATA	TERO	UNSA
1900	JBAL	CATA	TERO	UNSA
1901	JBAL	CATA	TERO	UNSA
1902	JBAL	CATA	TERO	UNSA
1903	JBAL	CATA	TERO	UNSA
1904	JBAL	CATA	TERO	UNSA
1905	JBAL	CATA	TERO	UNSA
1906	JBAL	CATA	TERO	UNSA
1907	JBAL	CATA	TERO	UNSA
1908	JBAL	CATA	UNSA	UCOR
1909	JBAL	TUCU	CATA	TERO
1910	JBAL	TUCU	CATA	TERO
1911	JBAL	TUCU	CATA	TERO
1912	JBAL	TUCU	CATA	TERO
1913	JBAL	TUCU	CATA	TERO
1914	JBAL	TUCU	CATA	TERO
1915	JBAL	TUCU	CATA	TERO
1916	JBAL	TUCU	CATA	TERO
1917	JBAL	TUCU	CATA	TERO
1918	JBAL	CATA	TERO	UNSA
1919	JBAL	CATA	TERO	UNSA
1920	JBAL	CATA	TERO	UNSA
1921	JBAL	CATA	TERO	UNSA
1922	JBAL	CATA	TERO	UNSA
1923	JBAL	TUCU	CATA	TERO
1924	JBAL	TUCU	CATA	TERO
1925	JBAL	TUCU	CATA	TERO
1926	JBAL	TUCU	CATA	TERO
1927	JBAL	TUCU	CATA	TERO
1928	JBAL	TUCU	CATA	TERO
1929	JBAL	TUCU	CATA	TERO
1930	JBAL	TUCU	CATA	TERO
1931	JBAL	TUCU	CATA	TERO
1932	JBAL	TUCU	CATA	TERO
1933	JBAL	TUCU	CATA	TERO
1934	JBAL	TUCU	CATA	TERO
1935	JBAL	TUCU	CATA	TERO
1936	JBAL	TUCU	CATA	TERO
1937	JBAL	TUCU	CATA	TERO
1938	JBAL	TUCU	CATA	TERO
1939	JBAL	TUCU	CATA	TERO
1940	JBAL	TUCU	CATA	TERO
1941	JBAL	TUCU	CATA	TERO
1942	JBAL	TUCU	CATA	TERO
1943	JBAL	TUCU	CATA	UNSA
1944	JBAL	TUCU	CATA	UNSA
1945	JBAL	TUCU	CATA	UNSA
1946	JBAL	TUCU	CATA	UNSA
1947	JBAL	TUCU	CATA	TERO
1948	JBAL	TUCU	CATA	TERO
1949	JBAL	TUCU	CATA	TERO
1950	JBAL	TUCU	CATA	TERO
1951	JBAL	TUCU	CATA	TERO
1952	JBAL	TUCU	CATA	TERO
1953	JBAL	TUCU	CATA	TERO
1954	JBAL	TUCU	CATA	TERO
1955	JBAL	TUCU	CATA	TERO
1956	JBAL	TUCU	CATA	TERO
1957	JBAL	TUCU	CATA	TERO
1958	JBAL	TUCU	CATA	TERO
1959	JBAL	TUCU	CATA	TERO
1960	JBAL	TUCU	CATA	TERO
1961	JBAL	TUCU	CATA	TERO
1962	JBAL	TUCU	CATA	TERO
1963	JBAL	TUCU	CATA	TERO
1964	JBAL	TUCU	CATA	TERO
1965	JBAL	TUCU	CATA	TERO
1966	JBAL	TUCU	CATA	TERO
1967	JBAL	TUCU	CATA	TERO
1968	JBAL	TUCU	CATA	TERO
1969	JBAL	TUCU	CATA	TERO
1970	JBAL	TUCU	CATA	TERO
1971	JBAL	TUCU	CATA	TERO
1972	JBAL	TUCU	CATA	TERO
1640	LHCL	SRLP	VBCA	AZUL
1641	LHCL	SRLP	MA01	VBCA
1642	LHCL	SRLP	MA01	VBCA
1643	LHCL	SRLP	MA01	VBCA
1644	LHCL	SRLP	MA01	VBCA
1645	LHCL	SRLP	MA01	VBCA
1646	LHCL	SRLP	MA01	VBCA
1647	LHCL	SRLP	MA01	VBCA
1648	LHCL	SRLP	MA01	VBCA
1649	LHCL	SRLP	MA01	VBCA
1650	LHCL	SRLP	MA01	VBCA
1651	LHCL	SRLP	MA01	VBCA
1652	LHCL	SRLP	MA01	VBCA
1653	LHCL	SRLP	MA01	VBCA
1654	LHCL	SRLP	MA01	VBCA
1655	LHCL	SRLP	MA01	VBCA
1656	LHCL	SRLP	MA01	VBCA
1657	LHCL	SRLP	MA01	VBCA
1658	LHCL	SRLP	MA01	VBCA
1659	LHCL	SRLP	MA01	VBCA
1660	LHCL	SRLP	MA01	VBCA
1661	LHCL	SRLP	MA01	VBCA
1662	LHCL	SRLP	MA01	VBCA
1663	LHCL	SRLP	MA01	VBCA
1664	LHCL	SRLP	MA01	VBCA
1665	LHCL	SRLP	MA01	VBCA
1666	LHCL	SRLP	MA01	VBCA
1667	LHCL	SRLP	MA01	VBCA
1668	LHCL	SRLP	MA01	VBCA
1669	LHCL	SRLP	MA01	VBCA
1670	LHCL	SRLP	MA01	VBCA
1671	LHCL	SRLP	MA01	VBCA
1685	LHCL	SRLP	VBCA	AZUL
1686	LHCL	SRLP	VBCA	AZUL
1687	LHCL	SRLP	VBCA	AZUL
1688	LHCL	SRLP	VBCA	AZUL
1689	LHCL	SRLP	VBCA	AZUL
1690	LHCL	SRLP	MA01	VBCA
1691	LHCL	SRLP	MA01	VBCA
1692	LHCL	SRLP	MA01	VBCA
1693	LHCL	SRLP	MA01	VBCA
1694	LHCL	SRLP	MA01	VBCA
1695	LHCL	SRLP	MA01	NESA
1696	LHCL	SRLP	MA01	NESA
1697	LHCL	SRLP	MA01	NESA
1698	LHCL	SRLP	MA01	NESA
1699	LHCL	SRLP	MA01	NESA
1700	LHCL	SRLP	MA01	NESA
1701	LHCL	SRLP	MA01	NESA
1702	LHCL	SRLP	MA01	NESA
1703	LHCL	SRLP	MA01	NESA
1704	LHCL	SRLP	MA01	NESA
1705	LHCL	SRLP	MA01	NESA
1706	LHCL	SRLP	MA01	NESA
1707	LHCL	SRLP	MA01	NESA
1708	LHCL	SRLP	MA01	NESA
1709	LHCL	SRLP	MA01	NESA
1710	LHCL	SRLP	MA01	NESA
1711	LHCL	SRLP	MA01	NESA
1712	LHCL	SRLP	MA01	NESA
1713	LHCL	SRLP	MA01	NESA
1714	LHCL	SRLP	MA01	NESA
1715	LHCL	SRLP	MA01	NESA
1716	LHCL	SRLP	MA01	NESA
1717	LHCL	SRLP	MA01	NESA
1718	LHCL	SRLP	MA01	NESA
1719	LHCL	SRLP	MA01	NESA
1720	LHCL	SRLP	MA01	NESA
1721	LHCL	MA01	NESA	VBCA
1722	LHCL	SRLP	MA01	VBCA
1723	LHCL	SRLP	VBCA	MGUE
1724	LHCL	SRLP	MA01	VBCA
1725	LHCL	SRLP	MA01	VBCA
1726	LHCL	SRLP	MA01	VBCA
1727	LHCL	SRLP	MA01	VBCA
1728	LHCL	SRLP	MA01	VBCA
1729	LHCL	SRLP	MA01	VBCA
1731	LHCL	SRLP	MA01	NESA
1732	LHCL	SRLP	MA01	NESA
1733	LHCL	SRLP	MA01	NESA
1734	LHCL	SRLP	NESA	VBCA
1735	LHCL	SRLP	NESA	VBCA
1736	LHCL	SRLP	NESA	VBCA
1737	LHCL	SRLP	MA01	NESA
1738	LHCL	SRLP	MA01	NESA
1739	LHCL	SRLP	MA01	NESA
1740	LHCL	SRLP	NESA	VBCA
1741	LHCL	SRLP	NESA	VBCA
1742	LHCL	SRLP	NESA	VBCA
1743	LHCL	SRLP	NESA	VBCA
1744	LHCL	SRLP	NESA	VBCA
1745	LHCL	SRLP	NESA	VBCA
1746	LHCL	SRLP	NESA	VBCA
1747	LHCL	SRLP	NESA	VBCA
1748	LHCL	SRLP	NESA	VBCA
1749	LHCL	SRLP	NESA	VBCA
1750	LHCL	SRLP	NESA	VBCA
1751	LHCL	SRLP	NESA	VBCA
1752	LHCL	SRLP	NESA	VBCA
1753	LHCL	SRLP	NESA	VBCA
1754	LHCL	SRLP	NESA	VBCA
1755	LHCL	SRLP	NESA	VBCA
1756	LHCL	SRLP	MA01	NESA
1757	LHCL	SRLP	MA01	NESA
1758	LHCL	SRLP	NESA	VBCA
1759	LHCL	SRLP	NESA	VBCA
1760	LHCL	SRLP	MA01	NESA
1761	LHCL	SRLP	MA01	NESA
1762	LHCL	SRLP	MA01	NESA
1763	LHCL	MA01	NESA	VBCA
1764	LHCL	MA01	NESA	VBCA
1765	LHCL	MA01	NESA	VBCA
1766	LHCL	NESA	VBCA	MGUE
1767	LHCL	NESA	VBCA	MGUE
1769	LHCL	NESA	VBCA	MGUE
1770	LHCL	NESA	VBCA	MGUE
1771	LHCL	NESA	VBCA	MGUE
1772	LHCL	NESA	VBCA	MGUE
1773	LHCL	NESA	VBCA	MGUE
1774	LHCL	NESA	VBCA	MGUE
1775	LHCL	NESA	VBCA	MGUE
1776	LHCL	NESA	VBCA	MGUE
1777	LHCL	NESA	VBCA	MGUE
1778	LHCL	NESA	VBCA	MGUE
1779	LHCL	MA01	NESA	VBCA
1780	LHCL	MA01	NESA	VBCA
1781	LHCL	MA01	NESA	VBCA
1782	LHCL	MA01	NESA	VBCA
1783	LHCL	MA01	NESA	VBCA
1784	LHCL	MA01	NESA	VBCA
1785	LHCL	MA01	NESA	VBCA
1786	LHCL	MA01	NESA	VBCA
1787	LHCL	MA01	NESA	VBCA
1788	LHCL	MA01	NESA	VBCA
1789	LHCL	MA01	NESA	VBCA
1790	LHCL	MA01	NESA	VBCA
1791	LHCL	MA01	NESA	VBCA
1792	LHCL	MA01	NESA	VBCA
1793	LHCL	MA01	NESA	VBCA
1794	LHCL	MA01	NESA	VBCA
1795	LHCL	MA01	NESA	VBCA
1796	LHCL	MA01	NESA	VBCA
1797	LHCL	MA01	NESA	VBCA
1798	LHCL	MA01	NESA	VBCA
1799	LHCL	MA01	NESA	VBCA
1800	LHCL	MA01	NESA	VBCA
1801	LHCL	MA01	NESA	VBCA
1802	LHCL	MA01	NESA	VBCA
1803	LHCL	SRLP	MA01	NESA
1804	LHCL	SRLP	MA01	NESA
1805	LHCL	SRLP	MA01	NESA
1806	LHCL	SRLP	MA01	NESA
1807	LHCL	SRLP	MA01	NESA
1808	LHCL	SRLP	MA01	NESA
1809	LHCL	SRLP	MA01	NESA
1810	LHCL	MA01	NESA	VBCA
1811	LHCL	MA01	NESA	VBCA
1812	LHCL	SRLP	MA01	NESA
1813	LHCL	SRLP	MA01	NESA
1814	LHCL	SRLP	MA01	NESA
1815	LHCL	SRLP	MA01	NESA
1816	LHCL	SRLP	MA01	NESA
1817	LHCL	SRLP	MA01	NESA
1818	LHCL	SRLP	MA01	NESA
